
id,idHab,idHabTo,title,startDate,money,category,endAfter,endTimes,endDate,isDeleted,isPaided,repeat
12869,68,-1,Marketting Price,2001-12-31 00:00:00.000,1363623.57,207,No end date,0,2002-01-01 00:00:00.000,0,1,Only once
12867,68,-1,Opening Balance,2002-01-01 00:00:00.000,0.0,288,No end date,0,2002-01-02 00:00:00.000,0,1,Only once
12868,79,68,AIA Saving Insurance,2002-06-26 00:00:00.000,17755.4,,No end date,0,2002-06-27 00:00:00.000,0,1,Only once
12868,68,79,AIA Saving Insurance,2002-06-26 00:00:00.000,-17755.4,,No end date,0,2002-06-27 00:00:00.000,0,1,Only once
12933,79,-1,Insurance Expense,2002-06-30 00:00:00.000,-17755.4,218,No end date,0,2002-07-01 00:00:00.000,0,1,Only once
8678,16,-1,Opening Balance,2003-01-01 00:00:00.000,-24510.0,288,No end date,0,2003-01-02 00:00:00.000,0,1,Only once
8679,16,-1,Bank Expense,2003-03-19 00:00:00.000,-230.0,72,No end date,0,2003-03-20 00:00:00.000,0,1,Only once
12866,79,68,AIA Saving Insurance,2003-06-26 00:00:00.000,17755.4,,No end date,0,2003-06-27 00:00:00.000,0,1,Only once
12866,68,79,AIA Saving Insurance,2003-06-26 00:00:00.000,-17755.4,,No end date,0,2003-06-27 00:00:00.000,0,1,Only once
12932,79,-1,Insurance Expense,2003-06-30 00:00:00.000,-13255.4,218,No end date,0,2003-07-01 00:00:00.000,0,1,Only once
8676,16,-1,Bank Expense,2004-03-19 00:00:00.000,-230.0,72,No end date,0,2004-03-20 00:00:00.000,0,1,Only once
12864,68,79,AIA Saving Insurance,2004-06-26 00:00:00.000,-17755.4,,No end date,0,2004-06-27 00:00:00.000,0,1,Only once
12864,79,68,AIA Saving Insurance,2004-06-26 00:00:00.000,17755.4,,No end date,0,2004-06-27 00:00:00.000,0,1,Only once
12931,79,-1,Insurance Expense,2004-06-30 00:00:00.000,-655.4,218,No end date,0,2004-07-01 00:00:00.000,0,1,Only once
8677,79,16,Return Insurance 4%,2004-07-26 00:00:00.000,-6000.0,,No end date,0,2004-07-27 00:00:00.000,0,1,Only once
8677,16,79,Return Insurance 4%,2004-07-26 00:00:00.000,6000.0,,No end date,0,2004-07-27 00:00:00.000,0,1,Only once
12865,68,-1,IT Expense,2004-11-10 00:00:00.000,-40700.0,236,No end date,0,2004-11-11 00:00:00.000,0,1,Only once
6136,1,-1,A Salary Net,2005-01-01 00:00:00.000,-750.0,6,No end date,0,2005-01-02 00:00:00.000,0,1,Only once
6134,1,-1,A Salary Net,2005-01-01 00:00:00.000,16000.0,15,No end date,0,2005-01-02 00:00:00.000,0,1,Only once
6135,1,-1,A Salary Net,2005-01-01 00:00:00.000,0.0,7,No end date,0,2005-01-02 00:00:00.000,0,1,Only once
6137,1,-1,Renting Room,2005-01-31 00:00:00.000,-1700.0,145,No end date,0,2005-02-01 00:00:00.000,0,1,Only once
6140,1,-1,A Salary Net,2005-02-28 00:00:00.000,-750.0,6,No end date,0,2005-03-01 00:00:00.000,0,1,Only once
6138,1,-1,A Salary Net,2005-02-28 00:00:00.000,16000.0,15,No end date,0,2005-03-01 00:00:00.000,0,1,Only once
6141,1,-1,Renting Room,2005-02-28 00:00:00.000,-1700.0,145,No end date,0,2005-03-01 00:00:00.000,0,1,Only once
6139,1,-1,A Salary Net,2005-02-28 00:00:00.000,0.0,7,No end date,0,2005-03-01 00:00:00.000,0,1,Only once
8675,16,-1,Bank Expense,2005-03-19 00:00:00.000,-230.0,72,No end date,0,2005-03-20 00:00:00.000,0,1,Only once
6142,1,-1,Renting Room,2005-03-28 00:00:00.000,-1700.0,145,No end date,0,2005-03-29 00:00:00.000,0,1,Only once
6143,1,-1,A Salary Net,2005-03-31 00:00:00.000,16000.0,15,No end date,0,2005-04-01 00:00:00.000,0,1,Only once
6144,1,-1,A Salary Net,2005-03-31 00:00:00.000,0.0,7,No end date,0,2005-04-01 00:00:00.000,0,1,Only once
6145,1,-1,A Salary Net,2005-03-31 00:00:00.000,-750.0,6,No end date,0,2005-04-01 00:00:00.000,0,1,Only once
6146,1,-1,Renting Room,2005-04-28 00:00:00.000,-1700.0,145,No end date,0,2005-04-29 00:00:00.000,0,1,Only once
6147,1,-1,Z Other Expense,2005-04-29 00:00:00.000,-36700.0,44,No end date,0,2005-04-30 00:00:00.000,0,1,Only once
6148,1,-1,A Salary Net,2005-04-30 00:00:00.000,16000.0,15,No end date,0,2005-05-01 00:00:00.000,0,1,Only once
6149,1,-1,A Salary Net,2005-04-30 00:00:00.000,0.0,7,No end date,0,2005-05-01 00:00:00.000,0,1,Only once
6150,1,-1,A Salary Net,2005-04-30 00:00:00.000,-750.0,6,No end date,0,2005-05-01 00:00:00.000,0,1,Only once
6151,1,-1,A Ying Expense,2005-05-04 00:00:00.000,-6000.0,165,No end date,0,2005-05-05 00:00:00.000,0,1,Only once
6152,1,-1,Renting Room,2005-05-28 00:00:00.000,-1700.0,145,No end date,0,2005-05-29 00:00:00.000,0,1,Only once
6153,1,-1,Z Other Expense,2005-05-30 00:00:00.000,-3100.0,44,No end date,0,2005-05-31 00:00:00.000,0,1,Only once
6154,1,-1,A Salary Net,2005-05-31 00:00:00.000,18000.0,15,No end date,0,2005-06-01 00:00:00.000,0,1,Only once
6155,1,-1,A Salary Net,2005-05-31 00:00:00.000,-172.5,7,No end date,0,2005-06-01 00:00:00.000,0,1,Only once
6156,1,-1,A Salary Net,2005-05-31 00:00:00.000,-750.0,6,No end date,0,2005-06-01 00:00:00.000,0,1,Only once
6157,1,-1,A Salary Net,2005-05-31 00:00:00.000,2000.0,12,No end date,0,2005-06-01 00:00:00.000,0,1,Only once
6158,1,-1,A Ying Expense,2005-06-04 00:00:00.000,-6000.0,165,No end date,0,2005-06-05 00:00:00.000,0,1,Only once
12863,79,68,AIA Saving Insurance,2005-06-26 00:00:00.000,17755.4,,No end date,0,2005-06-27 00:00:00.000,0,1,Only once
12863,68,79,AIA Saving Insurance,2005-06-26 00:00:00.000,-17755.4,,No end date,0,2005-06-27 00:00:00.000,0,1,Only once
6159,1,-1,Renting Room,2005-06-28 00:00:00.000,-1700.0,145,No end date,0,2005-06-29 00:00:00.000,0,1,Only once
6160,1,-1,Z Other Expense,2005-06-29 00:00:00.000,-3654.3,44,No end date,0,2005-06-30 00:00:00.000,0,1,Only once
6161,1,-1,A Salary Net,2005-06-30 00:00:00.000,18000.0,15,No end date,0,2005-07-01 00:00:00.000,0,1,Only once
12930,79,-1,Insurance Expense,2005-06-30 00:00:00.000,-10255.4,218,No end date,0,2005-07-01 00:00:00.000,0,1,Only once
6164,1,-1,A Salary Net,2005-06-30 00:00:00.000,2000.0,12,No end date,0,2005-07-01 00:00:00.000,0,1,Only once
6162,1,-1,A Salary Net,2005-06-30 00:00:00.000,-218.21,7,No end date,0,2005-07-01 00:00:00.000,0,1,Only once
6163,1,-1,A Salary Net,2005-06-30 00:00:00.000,-750.0,6,No end date,0,2005-07-01 00:00:00.000,0,1,Only once
6165,1,-1,A Ying Expense,2005-07-04 00:00:00.000,-8000.0,165,No end date,0,2005-07-05 00:00:00.000,0,1,Only once
6166,1,-1,IT Expense,2005-07-10 00:00:00.000,-13900.0,123,No end date,0,2005-07-11 00:00:00.000,0,1,Only once
6167,1,-1,Renting Room,2005-07-28 00:00:00.000,-1700.0,145,No end date,0,2005-07-29 00:00:00.000,0,1,Only once
6168,1,-1,Z Other Expense,2005-07-30 00:00:00.000,-387.75,44,No end date,0,2005-07-31 00:00:00.000,0,1,Only once
6170,1,-1,A Salary Net,2005-07-31 00:00:00.000,-256.31,7,No end date,0,2005-08-01 00:00:00.000,0,1,Only once
6169,1,-1,A Salary Net,2005-07-31 00:00:00.000,18000.0,15,No end date,0,2005-08-01 00:00:00.000,0,1,Only once
6171,1,-1,A Salary Net,2005-07-31 00:00:00.000,-750.0,6,No end date,0,2005-08-01 00:00:00.000,0,1,Only once
6172,1,-1,A Salary Net,2005-07-31 00:00:00.000,2000.0,12,No end date,0,2005-08-01 00:00:00.000,0,1,Only once
6173,1,-1,A Ying Expense,2005-08-04 00:00:00.000,-6000.0,165,No end date,0,2005-08-05 00:00:00.000,0,1,Only once
6174,1,-1,Renting Room,2005-08-28 00:00:00.000,-1700.0,145,No end date,0,2005-08-29 00:00:00.000,0,1,Only once
6175,1,-1,Z Other Expense,2005-08-30 00:00:00.000,-135.0,44,No end date,0,2005-08-31 00:00:00.000,0,1,Only once
6179,1,-1,A Salary Net,2005-08-31 00:00:00.000,2000.0,12,No end date,0,2005-09-01 00:00:00.000,0,1,Only once
6178,1,-1,A Salary Net,2005-08-31 00:00:00.000,-750.0,6,No end date,0,2005-09-01 00:00:00.000,0,1,Only once
6177,1,-1,A Salary Net,2005-08-31 00:00:00.000,-370.58,7,No end date,0,2005-09-01 00:00:00.000,0,1,Only once
6176,1,-1,A Salary Net,2005-08-31 00:00:00.000,18000.0,15,No end date,0,2005-09-01 00:00:00.000,0,1,Only once
6180,1,-1,A Ying Expense,2005-09-04 00:00:00.000,-6000.0,165,No end date,0,2005-09-05 00:00:00.000,0,1,Only once
6181,1,-1,Renting Room,2005-09-28 00:00:00.000,-1700.0,145,No end date,0,2005-09-29 00:00:00.000,0,1,Only once
6182,1,-1,Z Other Expense,2005-09-29 00:00:00.000,-4235.0,44,No end date,0,2005-09-30 00:00:00.000,0,1,Only once
6183,1,-1,A Salary Net,2005-09-30 00:00:00.000,18000.0,15,No end date,0,2005-10-01 00:00:00.000,0,1,Only once
6184,1,-1,A Salary Net,2005-09-30 00:00:00.000,-466.28,7,No end date,0,2005-10-01 00:00:00.000,0,1,Only once
6185,1,-1,A Salary Net,2005-09-30 00:00:00.000,-750.0,6,No end date,0,2005-10-01 00:00:00.000,0,1,Only once
6186,1,-1,A Salary Net,2005-09-30 00:00:00.000,2000.0,12,No end date,0,2005-10-01 00:00:00.000,0,1,Only once
6187,1,-1,A Salary Net,2005-09-30 00:00:00.000,957.0,17,No end date,0,2005-10-01 00:00:00.000,0,1,Only once
6188,1,-1,A Ying Expense,2005-10-04 00:00:00.000,-6000.0,165,No end date,0,2005-10-05 00:00:00.000,0,1,Only once
6189,1,-1,Renting Room,2005-10-28 00:00:00.000,-1700.0,145,No end date,0,2005-10-29 00:00:00.000,0,1,Only once
6190,1,-1,A Salary Net,2005-10-31 00:00:00.000,18000.0,15,No end date,0,2005-11-01 00:00:00.000,0,1,Only once
6191,1,-1,A Salary Net,2005-10-31 00:00:00.000,-470.57,7,No end date,0,2005-11-01 00:00:00.000,0,1,Only once
6192,1,-1,A Salary Net,2005-10-31 00:00:00.000,-750.0,6,No end date,0,2005-11-01 00:00:00.000,0,1,Only once
6193,1,-1,A Salary Net,2005-10-31 00:00:00.000,2000.0,12,No end date,0,2005-11-01 00:00:00.000,0,1,Only once
6194,1,-1,A Salary Net,2005-10-31 00:00:00.000,1000.0,17,No end date,0,2005-11-01 00:00:00.000,0,1,Only once
6195,1,-1,A Ying Expense,2005-11-04 00:00:00.000,-6000.0,165,No end date,0,2005-11-05 00:00:00.000,0,1,Only once
6196,1,-1,A Salary Net,2005-11-30 00:00:00.000,18000.0,15,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6197,1,-1,A Salary Net,2005-11-30 00:00:00.000,-470.58,7,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6198,1,-1,A Salary Net,2005-11-30 00:00:00.000,-750.0,6,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6199,1,-1,A Salary Net,2005-11-30 00:00:00.000,2000.0,12,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6200,1,-1,A Salary Net,2005-11-30 00:00:00.000,1000.0,17,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6201,1,-1,Renting Room,2005-11-30 00:00:00.000,-2550.0,145,No end date,0,2005-12-01 00:00:00.000,0,1,Only once
6202,1,-1,A Ying Expense,2005-12-04 00:00:00.000,-6000.0,165,No end date,0,2005-12-05 00:00:00.000,0,1,Only once
6203,1,71,BFLRMF,2005-12-10 00:00:00.000,-15000.0,,No end date,0,2005-12-11 00:00:00.000,0,1,Only once
6203,71,1,BFLRMF,2005-12-10 00:00:00.000,15000.0,,No end date,0,2005-12-11 00:00:00.000,0,1,Only once
6204,1,-1,Z Other Expense,2005-12-11 00:00:00.000,-19520.0,44,No end date,0,2005-12-12 00:00:00.000,0,1,Only once
6205,1,72,KEQLTF,2005-12-26 00:00:00.000,-5000.0,,No end date,0,2005-12-27 00:00:00.000,0,1,Only once
6205,72,1,KEQLTF,2005-12-26 00:00:00.000,5000.0,,No end date,0,2005-12-27 00:00:00.000,0,1,Only once
6206,1,-1,IT Expense,2005-12-28 00:00:00.000,-280.0,120,No end date,0,2005-12-29 00:00:00.000,0,1,Only once
6207,1,72,KEQLTF,2005-12-28 00:00:00.000,-5000.0,,No end date,0,2005-12-29 00:00:00.000,0,1,Only once
6207,72,1,KEQLTF,2005-12-28 00:00:00.000,5000.0,,No end date,0,2005-12-29 00:00:00.000,0,1,Only once
6208,1,-1,Renting Room,2005-12-29 00:00:00.000,-2550.0,145,No end date,0,2005-12-30 00:00:00.000,0,1,Only once
6209,1,72,KEQLTF,2005-12-29 00:00:00.000,-10000.0,,No end date,0,2005-12-30 00:00:00.000,0,1,Only once
6209,72,1,KEQLTF,2005-12-29 00:00:00.000,10000.0,,No end date,0,2005-12-30 00:00:00.000,0,1,Only once
6210,1,-1,Z Other Expense,2005-12-30 00:00:00.000,-3677.95,44,No end date,0,2005-12-31 00:00:00.000,0,1,Only once
6213,1,-1,A Salary Net,2005-12-31 00:00:00.000,-2104.17,7,No end date,0,2006-01-01 00:00:00.000,0,1,Only once
6215,1,-1,A Salary Net,2005-12-31 00:00:00.000,2000.0,12,No end date,0,2006-01-01 00:00:00.000,0,1,Only once
6214,1,-1,A Salary Net,2005-12-31 00:00:00.000,-750.0,6,No end date,0,2006-01-01 00:00:00.000,0,1,Only once
6212,1,-1,A Salary Net,2005-12-31 00:00:00.000,18000.0,15,No end date,0,2006-01-01 00:00:00.000,0,1,Only once
6211,1,-1,A Salary Bonus,2005-12-31 00:00:00.000,17335.0,14,No end date,0,2006-01-01 00:00:00.000,0,1,Only once
6031,1,-1,A Ying Expense,2006-01-04 00:00:00.000,-7000.0,165,No end date,0,2006-01-05 00:00:00.000,0,1,Only once
6032,1,-1,Renting Room,2006-01-30 00:00:00.000,-2550.0,145,No end date,0,2006-01-31 00:00:00.000,0,1,Only once
6033,1,-1,Z Other Expense,2006-01-30 00:00:00.000,-11459.01,44,No end date,0,2006-01-31 00:00:00.000,0,1,Only once
6034,1,-1,A Salary Net,2006-01-31 00:00:00.000,18000.0,15,No end date,0,2006-02-01 00:00:00.000,0,1,Only once
6035,1,-1,A Salary Net,2006-01-31 00:00:00.000,-516.46,7,No end date,0,2006-02-01 00:00:00.000,0,1,Only once
6036,1,-1,A Salary Net,2006-01-31 00:00:00.000,-750.0,6,No end date,0,2006-02-01 00:00:00.000,0,1,Only once
6037,1,-1,A Salary Net,2006-01-31 00:00:00.000,2000.0,12,No end date,0,2006-02-01 00:00:00.000,0,1,Only once
6038,1,-1,A Salary Net,2006-01-31 00:00:00.000,1748.0,17,No end date,0,2006-02-01 00:00:00.000,0,1,Only once
6039,1,-1,A Ying Expense,2006-02-04 00:00:00.000,-6000.0,165,No end date,0,2006-02-05 00:00:00.000,0,1,Only once
6040,1,-1,Renting Room,2006-02-26 00:00:00.000,-2550.0,145,No end date,0,2006-02-27 00:00:00.000,0,1,Only once
6041,1,-1,Z Other Expense,2006-02-27 00:00:00.000,-9088.0,44,No end date,0,2006-02-28 00:00:00.000,0,1,Only once
6042,1,-1,A Salary Net,2006-02-28 00:00:00.000,21960.0,15,No end date,0,2006-03-01 00:00:00.000,0,1,Only once
6043,1,-1,A Salary Net,2006-02-28 00:00:00.000,-837.66,7,No end date,0,2006-03-01 00:00:00.000,0,1,Only once
6044,1,-1,A Salary Net,2006-02-28 00:00:00.000,-750.0,6,No end date,0,2006-03-01 00:00:00.000,0,1,Only once
6045,1,-1,A Salary Net,2006-02-28 00:00:00.000,2000.0,12,No end date,0,2006-03-01 00:00:00.000,0,1,Only once
6046,1,-1,A Salary Net,2006-02-28 00:00:00.000,1000.0,17,No end date,0,2006-03-01 00:00:00.000,0,1,Only once
6047,1,-1,A Ying Expense,2006-03-04 00:00:00.000,-6000.0,165,No end date,0,2006-03-05 00:00:00.000,0,1,Only once
6048,1,-1,Tax Refund,2006-03-05 00:00:00.000,4529.2,28,No end date,0,2006-03-06 00:00:00.000,0,1,Only once
8673,16,-1,Bank Expense,2006-03-19 00:00:00.000,-230.0,72,No end date,0,2006-03-20 00:00:00.000,0,1,Only once
6049,1,-1,Renting Room,2006-03-28 00:00:00.000,-2550.0,145,No end date,0,2006-03-29 00:00:00.000,0,1,Only once
6050,1,-1,Z Other Expense,2006-03-30 00:00:00.000,-9942.0,44,No end date,0,2006-03-31 00:00:00.000,0,1,Only once
6054,1,-1,A Salary Net,2006-03-31 00:00:00.000,2000.0,12,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6052,1,-1,A Salary Net,2006-03-31 00:00:00.000,-634.66,7,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6053,1,-1,A Salary Net,2006-03-31 00:00:00.000,-750.0,6,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6051,1,-1,A Salary Net,2006-03-31 00:00:00.000,19980.0,15,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6055,1,-1,A Salary Net,2006-03-31 00:00:00.000,950.0,17,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6056,1,-1,A Salary Net,2006-03-31 00:00:00.000,1088.0,13,No end date,0,2006-04-01 00:00:00.000,0,1,Only once
6057,1,-1,A Ying Expense,2006-04-04 00:00:00.000,-8000.0,165,No end date,0,2006-04-05 00:00:00.000,0,1,Only once
6059,1,-1,IT Expense,2006-04-09 00:00:00.000,-530.0,121,No end date,0,2006-04-10 00:00:00.000,0,1,Only once
6058,1,-1,IT Expense,2006-04-09 00:00:00.000,-4250.0,121,No end date,0,2006-04-10 00:00:00.000,0,1,Only once
6060,1,-1,Renting Room,2006-04-28 00:00:00.000,-2550.0,145,No end date,0,2006-04-29 00:00:00.000,0,1,Only once
6061,1,-1,Z Other Expense,2006-04-29 00:00:00.000,-6565.0,44,No end date,0,2006-04-30 00:00:00.000,0,1,Only once
6062,1,-1,A Salary Net,2006-04-30 00:00:00.000,21980.0,15,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6063,1,-1,A Salary Net,2006-04-30 00:00:00.000,-797.56,7,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6064,1,-1,A Salary Net,2006-04-30 00:00:00.000,-750.0,6,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6065,1,-1,A Salary Net,2006-04-30 00:00:00.000,2000.0,12,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6066,1,-1,A Salary Net,2006-04-30 00:00:00.000,579.0,17,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6067,1,-1,A Salary Net,2006-04-30 00:00:00.000,768.0,13,No end date,0,2006-05-01 00:00:00.000,0,1,Only once
6068,1,-1,A Ying Expense,2006-05-05 00:00:00.000,-6000.0,165,No end date,0,2006-05-06 00:00:00.000,0,1,Only once
6069,1,-1,Renting Room,2006-05-28 00:00:00.000,-2550.0,145,No end date,0,2006-05-29 00:00:00.000,0,1,Only once
6070,1,-1,Z Other Expense,2006-05-30 00:00:00.000,-4739.0,44,No end date,0,2006-05-31 00:00:00.000,0,1,Only once
6071,1,-1,A Salary Net,2006-05-31 00:00:00.000,21980.0,15,No end date,0,2006-06-01 00:00:00.000,0,1,Only once
6072,1,-1,A Salary Net,2006-05-31 00:00:00.000,-739.66,7,No end date,0,2006-06-01 00:00:00.000,0,1,Only once
6073,1,-1,A Salary Net,2006-05-31 00:00:00.000,-750.0,6,No end date,0,2006-06-01 00:00:00.000,0,1,Only once
6074,1,-1,A Salary Net,2006-05-31 00:00:00.000,2000.0,12,No end date,0,2006-06-01 00:00:00.000,0,1,Only once
6075,1,-1,A Ying Expense,2006-06-05 00:00:00.000,-6000.0,165,No end date,0,2006-06-06 00:00:00.000,0,1,Only once
12862,68,79,AIA Saving Insurance,2006-06-26 00:00:00.000,-17680.4,,No end date,0,2006-06-27 00:00:00.000,0,1,Only once
12862,79,68,AIA Saving Insurance,2006-06-26 00:00:00.000,17680.4,,No end date,0,2006-06-27 00:00:00.000,0,1,Only once
6076,1,-1,Renting Room,2006-06-28 00:00:00.000,-2550.0,145,No end date,0,2006-06-29 00:00:00.000,0,1,Only once
6077,1,-1,Z Other Expense,2006-06-29 00:00:00.000,-7903.82,44,No end date,0,2006-06-30 00:00:00.000,0,1,Only once
6081,1,-1,A Salary Net,2006-06-30 00:00:00.000,2000.0,12,No end date,0,2006-07-01 00:00:00.000,0,1,Only once
6080,1,-1,A Salary Net,2006-06-30 00:00:00.000,-750.0,6,No end date,0,2006-07-01 00:00:00.000,0,1,Only once
6079,1,-1,A Salary Net,2006-06-30 00:00:00.000,-739.66,7,No end date,0,2006-07-01 00:00:00.000,0,1,Only once
6078,1,-1,A Salary Net,2006-06-30 00:00:00.000,21980.0,15,No end date,0,2006-07-01 00:00:00.000,0,1,Only once
12929,79,-1,Insurance Expense,2006-06-30 00:00:00.000,1069.6,218,No end date,0,2006-07-01 00:00:00.000,0,1,Only once
6082,71,1,BLTF,2006-07-03 00:00:00.000,20000.0,,No end date,0,2006-07-04 00:00:00.000,0,1,Only once
6082,1,71,BLTF,2006-07-03 00:00:00.000,-20000.0,,No end date,0,2006-07-04 00:00:00.000,0,1,Only once
6083,1,-1,A Ying Expense,2006-07-05 00:00:00.000,-6500.0,165,No end date,0,2006-07-06 00:00:00.000,0,1,Only once
6084,1,-1,IT Expense,2006-07-09 00:00:00.000,-4500.0,118,No end date,0,2006-07-10 00:00:00.000,0,1,Only once
8674,79,16,Return Insurance 4%,2006-07-26 00:00:00.000,-6000.0,,No end date,0,2006-07-27 00:00:00.000,0,1,Only once
8674,16,79,Return Insurance 4%,2006-07-26 00:00:00.000,6000.0,,No end date,0,2006-07-27 00:00:00.000,0,1,Only once
6085,1,-1,Renting Room,2006-07-28 00:00:00.000,-2550.0,145,No end date,0,2006-07-29 00:00:00.000,0,1,Only once
6086,1,-1,Z Other Expense,2006-07-30 00:00:00.000,-3150.0,44,No end date,0,2006-07-31 00:00:00.000,0,1,Only once
6091,1,-1,A Salary Net,2006-07-31 00:00:00.000,857.0,17,No end date,0,2006-08-01 00:00:00.000,0,1,Only once
6090,1,-1,A Salary Net,2006-07-31 00:00:00.000,2000.0,12,No end date,0,2006-08-01 00:00:00.000,0,1,Only once
6089,1,-1,A Salary Net,2006-07-31 00:00:00.000,-750.0,6,No end date,0,2006-08-01 00:00:00.000,0,1,Only once
6087,1,-1,A Salary Net,2006-07-31 00:00:00.000,21980.0,15,No end date,0,2006-08-01 00:00:00.000,0,1,Only once
6088,1,-1,A Salary Net,2006-07-31 00:00:00.000,-825.36,7,No end date,0,2006-08-01 00:00:00.000,0,1,Only once
6092,1,-1,A Ying Expense,2006-08-06 00:00:00.000,-7000.0,165,No end date,0,2006-08-07 00:00:00.000,0,1,Only once
7261,9,-1,Opening Balance,2006-08-10 00:00:00.000,1201.15,288,No end date,0,2006-08-11 00:00:00.000,0,1,Only once
6093,1,-1,Renting Room,2006-08-28 00:00:00.000,-2550.0,145,No end date,0,2006-08-29 00:00:00.000,0,1,Only once
6096,1,-1,A Salary Net,2006-08-31 00:00:00.000,-750.0,6,No end date,0,2006-09-01 00:00:00.000,0,1,Only once
6095,1,-1,A Salary Net,2006-08-31 00:00:00.000,-1039.66,7,No end date,0,2006-09-01 00:00:00.000,0,1,Only once
6094,1,-1,A Salary Net,2006-08-31 00:00:00.000,21980.0,15,No end date,0,2006-09-01 00:00:00.000,0,1,Only once
6098,1,-1,A Salary Net,2006-08-31 00:00:00.000,3000.0,17,No end date,0,2006-09-01 00:00:00.000,0,1,Only once
6097,1,-1,A Salary Net,2006-08-31 00:00:00.000,2000.0,12,No end date,0,2006-09-01 00:00:00.000,0,1,Only once
6099,1,-1,A Ying Expense,2006-09-04 00:00:00.000,-6000.0,165,No end date,0,2006-09-05 00:00:00.000,0,1,Only once
6100,1,-1,Renting Room,2006-09-28 00:00:00.000,-2550.0,145,No end date,0,2006-09-29 00:00:00.000,0,1,Only once
6104,1,-1,A Salary Net,2006-09-30 00:00:00.000,2000.0,12,No end date,0,2006-10-01 00:00:00.000,0,1,Only once
6103,1,-1,A Salary Net,2006-09-30 00:00:00.000,-750.0,6,No end date,0,2006-10-01 00:00:00.000,0,1,Only once
6102,1,-1,A Salary Net,2006-09-30 00:00:00.000,-477.57,7,No end date,0,2006-10-01 00:00:00.000,0,1,Only once
6101,1,-1,A Salary Net,2006-09-30 00:00:00.000,21980.0,15,No end date,0,2006-10-01 00:00:00.000,0,1,Only once
6105,1,-1,A Salary Net,2006-09-30 00:00:00.000,1818.0,17,No end date,0,2006-10-01 00:00:00.000,0,1,Only once
6106,1,-1,A Ying Expense,2006-10-04 00:00:00.000,-6000.0,165,No end date,0,2006-10-05 00:00:00.000,0,1,Only once
6107,1,-1,Renting Room,2006-10-28 00:00:00.000,-2550.0,145,No end date,0,2006-10-29 00:00:00.000,0,1,Only once
6108,1,-1,A Salary Net,2006-10-31 00:00:00.000,21980.0,15,No end date,0,2006-11-01 00:00:00.000,0,1,Only once
6109,1,-1,A Salary Net,2006-10-31 00:00:00.000,-485.27,7,No end date,0,2006-11-01 00:00:00.000,0,1,Only once
6110,1,-1,A Salary Net,2006-10-31 00:00:00.000,-750.0,6,No end date,0,2006-11-01 00:00:00.000,0,1,Only once
6111,1,-1,A Salary Net,2006-10-31 00:00:00.000,2000.0,12,No end date,0,2006-11-01 00:00:00.000,0,1,Only once
6112,1,-1,A Salary Net,2006-10-31 00:00:00.000,1895.0,17,No end date,0,2006-11-01 00:00:00.000,0,1,Only once
6113,1,-1,A Ying Expense,2006-11-04 00:00:00.000,-6000.0,165,No end date,0,2006-11-05 00:00:00.000,0,1,Only once
6114,1,-1,Z Other Expense,2006-11-13 00:00:00.000,-30925.0,44,No end date,0,2006-11-14 00:00:00.000,0,1,Only once
6115,1,70,Aberdean,2006-11-14 00:00:00.000,-20000.0,,No end date,0,2006-11-15 00:00:00.000,0,1,Only once
6115,70,1,Aberdean,2006-11-14 00:00:00.000,20000.0,,No end date,0,2006-11-15 00:00:00.000,0,1,Only once
6116,1,-1,Renting Room,2006-11-28 00:00:00.000,-2550.0,145,No end date,0,2006-11-29 00:00:00.000,0,1,Only once
6117,1,-1,Z Other Expense,2006-11-29 00:00:00.000,-2400.0,44,No end date,0,2006-11-30 00:00:00.000,0,1,Only once
6118,1,-1,A Salary Net,2006-11-30 00:00:00.000,21980.0,15,No end date,0,2006-12-01 00:00:00.000,0,1,Only once
6119,1,-1,A Salary Net,2006-11-30 00:00:00.000,-457.67,7,No end date,0,2006-12-01 00:00:00.000,0,1,Only once
6121,1,-1,A Salary Net,2006-11-30 00:00:00.000,2000.0,12,No end date,0,2006-12-01 00:00:00.000,0,1,Only once
6122,1,-1,A Salary Net,2006-11-30 00:00:00.000,1619.0,17,No end date,0,2006-12-01 00:00:00.000,0,1,Only once
6120,1,-1,A Salary Net,2006-11-30 00:00:00.000,-750.0,6,No end date,0,2006-12-01 00:00:00.000,0,1,Only once
6123,1,-1,A Ying Expense,2006-12-06 00:00:00.000,-6000.0,165,No end date,0,2006-12-07 00:00:00.000,0,1,Only once
6124,1,-1,A Ying Expense,2006-12-07 00:00:00.000,-4000.0,165,No end date,0,2006-12-08 00:00:00.000,0,1,Only once
